"","Partner","tenure","PhoneService","MultipleLines","InternetService","OnlineSecurity","OnlineBackup","DeviceProtection","TechSupport","Contract","MonthlyCharges","TotalCharges","Churn"
"6522","Yes",18,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","Two year",25.1,428.45,"No"
"6523","Yes",43,"No","No phone service","DSL","Yes","No","No","Yes","Month-to-month",34,1505.35,"No"
"6524","No",15,"No","No phone service","DSL","Yes","Yes","Yes","Yes","One year",45.9,693.45,"No"
"6525","No",10,"Yes","Yes","Fiber optic","No","No","No","No","Month-to-month",95.2,930.4,"Yes"
"6526","Yes",55,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","Two year",20.5,1177.95,"No"
"6527","No",49,"Yes","Yes","Fiber optic","No","No","No","Yes","One year",100.6,5069.65,"Yes"
"6528","Yes",6,"Yes","No","DSL","No","Yes","Yes","No","Month-to-month",55.3,324.25,"Yes"
"6529","Yes",70,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","Two year",20.35,1458.1,"No"
"6530","No",2,"Yes","Yes","Fiber optic","No","No","No","No","Month-to-month",74.85,156.4,"Yes"
"6531","Yes",63,"No","No phone service","DSL","Yes","No","No","Yes","One year",36.1,2298.9,"No"
"6532","No",25,"Yes","No","DSL","No","Yes","No","Yes","Month-to-month",65.8,1679.65,"No"
"6533","No",18,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","One year",20.35,369.6,"No"
"6534","Yes",28,"Yes","Yes","Fiber optic","No","Yes","No","Yes","Month-to-month",105.8,2998,"No"
"6535","No",53,"Yes","No","Fiber optic","Yes","Yes","No","Yes","One year",96.75,5206.55,"No"
"6536","No",35,"Yes","No","Fiber optic","No","Yes","Yes","No","One year",102.35,3626.1,"Yes"
"6537","No",1,"No","No phone service","DSL","No","No","No","No","Month-to-month",24.4,24.4,"No"
"6538","Yes",70,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","One year",115.65,7968.85,"Yes"
"6539","No",2,"Yes","No","Fiber optic","No","No","Yes","Yes","Month-to-month",79.85,152.45,"Yes"
"6540","Yes",26,"Yes","No","DSL","No","Yes","No","Yes","Month-to-month",73.05,1959.5,"No"
"6541","No",34,"Yes","No","DSL","Yes","Yes","No","No","One year",64.35,2053.05,"No"
"6542","No",19,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","Two year",20.5,398.55,"No"
"6543","No",15,"Yes","Yes","Fiber optic","No","No","No","No","Month-to-month",76,1130.85,"Yes"
"6544","Yes",62,"Yes","No","DSL","Yes","No","Yes","No","One year",54.75,3425.35,"No"
"6545","No",42,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Month-to-month",104.75,4323.45,"Yes"
"6546","No",9,"Yes","No","DSL","Yes","Yes","No","No","Month-to-month",74.65,703.55,"Yes"
"6547","No",24,"Yes","No","DSL","Yes","No","No","No","Month-to-month",51.15,1275.7,"No"
"6548","Yes",68,"No","No phone service","DSL","Yes","Yes","Yes","No","Two year",41.95,2965.75,"No"
"6549","Yes",31,"Yes","No","DSL","No","No","Yes","Yes","Month-to-month",54.35,1647,"No"
"6550","No",1,"Yes","No","DSL","No","No","No","No","Month-to-month",56.25,56.25,"Yes"
"6551","Yes",21,"Yes","Yes","Fiber optic","No","No","Yes","Yes","Month-to-month",106.1,2249.95,"Yes"
"6552","Yes",63,"Yes","No","Fiber optic","No","Yes","No","No","One year",96,6109.75,"No"
"6553","No",2,"Yes","No","Fiber optic","No","No","No","No","Month-to-month",79.75,159.4,"Yes"
"6554","Yes",61,"No","No phone service","DSL","No","Yes","Yes","Yes","Two year",61.45,3751.15,"No"
"6555","No",1,"Yes","No","Fiber optic","No","No","No","No","Month-to-month",68.65,68.65,"Yes"
"6556","No",18,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","One year",19.65,411.25,"No"
"6557","Yes",6,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","One year",19,105.5,"No"
"6558","No",33,"Yes","Yes","Fiber optic","No","Yes","No","No","Month-to-month",100,3320.6,"No"
"6559","No",16,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","Month-to-month",20.25,327.45,"Yes"
"6560","Yes",56,"Yes","No","Fiber optic","No","No","Yes","Yes","Month-to-month",98.7,5669.5,"No"
"6561","No",23,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","One year",19.8,465.45,"No"
"6562","No",9,"Yes","No","Fiber optic","No","No","Yes","No","Month-to-month",73.8,704.3,"No"
"6563","Yes",14,"Yes","Yes","Fiber optic","No","Yes","No","No","Month-to-month",100.2,1369.8,"Yes"
"6564","Yes",15,"Yes","Yes","Fiber optic","No","No","No","No","Month-to-month",74.9,1107.25,"Yes"
"6565","No",5,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","Month-to-month",20.05,95.55,"No"
"6566","Yes",61,"Yes","Yes","Fiber optic","Yes","Yes","No","No","Month-to-month",106.2,6375.2,"No"
"6567","Yes",70,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Two year",116.55,8152.3,"No"
"6568","No",15,"Yes","Yes","Fiber optic","Yes","No","No","No","Month-to-month",99.7,1566.75,"No"
"6569","Yes",8,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","Two year",19.7,130.25,"No"
"6570","Yes",8,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","Two year",19.5,162.15,"No"
"6571","No",4,"No","No phone service","DSL","Yes","No","No","No","Month-to-month",29.15,110.05,"No"
"6572","No",34,"Yes","No","DSL","Yes","Yes","No","No","One year",55,1885.15,"No"
"6573","Yes",68,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Two year",90.8,6302.85,"No"
"6574","Yes",45,"No","No phone service","DSL","No","Yes","Yes","Yes","One year",51,2264.5,"No"
"6575","No",9,"Yes","Yes","Fiber optic","No","No","Yes","No","Month-to-month",90.1,816.8,"No"
"6576","No",22,"Yes","Yes","DSL","Yes","No","No","Yes","Month-to-month",59.05,1253.5,"No"
"6577","No",2,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","Month-to-month",20.3,41.2,"No"
"6578","Yes",70,"Yes","Yes","DSL","No","Yes","Yes","Yes","Two year",72.95,5265.55,"No"
"6579","No",10,"Yes","Yes","DSL","Yes","No","Yes","Yes","One year",73.55,693.3,"No"
"6580","No",72,"Yes","Yes","DSL","Yes","No","Yes","Yes","Two year",84.3,5997.1,"No"
"6581","Yes",49,"Yes","No","DSL","No","Yes","Yes","No","One year",78,3824.2,"No"
"6582","No",54,"Yes","Yes","DSL","No","Yes","No","Yes","One year",72.1,3886.05,"No"
"6583","No",71,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","Two year",106.75,7283.25,"No"
"6584","No",22,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","One year",19.25,412.55,"No"
"6585","Yes",50,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","Two year",20.55,1070.25,"No"
"6586","Yes",43,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","One year",20,817.95,"No"
"6587","Yes",45,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","Two year",24.65,1171.3,"No"
"6588","No",64,"Yes","Yes","Fiber optic","Yes","Yes","No","No","Month-to-month",103.5,6548.65,"No"
"6589","Yes",23,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","Two year",23.85,625.65,"No"
"6590","Yes",68,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","Two year",25.8,1911.5,"No"
"6591","No",1,"Yes","No","Fiber optic","No","No","No","No","Month-to-month",70.85,70.85,"Yes"
"6592","No",2,"Yes","No","Fiber optic","No","No","No","No","Month-to-month",69.8,134.7,"Yes"
"6593","No",26,"Yes","No","DSL","No","No","No","Yes","One year",59.45,1507,"No"
"6594","Yes",55,"No","No phone service","DSL","No","No","Yes","Yes","Month-to-month",54.55,2978.3,"Yes"
"6595","No",14,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","Month-to-month",20.05,299.3,"No"
"6596","Yes",71,"Yes","No","DSL","Yes","No","Yes","Yes","Two year",82.55,5832.65,"No"
"6597","No",64,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","One year",81.25,5567.55,"No"
"6598","No",7,"Yes","No","DSL","No","No","No","Yes","Month-to-month",70.75,450.8,"Yes"
"6599","No",57,"Yes","No","DSL","Yes","Yes","Yes","Yes","Two year",74.3,4166.35,"No"
"6600","Yes",13,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Month-to-month",94.1,1215.6,"Yes"
"6601","Yes",3,"No","No phone service","DSL","Yes","No","No","No","Month-to-month",29.7,91.7,"Yes"
"6602","Yes",72,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Two year",109.7,7898.45,"No"
"6603","Yes",40,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Month-to-month",96.35,3915.4,"No"
"6604","Yes",14,"Yes","Yes","DSL","No","No","No","Yes","Month-to-month",66.6,979.5,"No"
"6605","Yes",2,"Yes","No","DSL","No","No","No","No","Month-to-month",44.5,90.05,"No"
"6606","No",66,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","One year",110.9,7432.05,"Yes"
"6607","Yes",38,"Yes","Yes","Fiber optic","No","No","Yes","Yes","Month-to-month",105,4026.4,"Yes"
"6608","No",1,"No","No phone service","DSL","No","No","No","No","Month-to-month",25.3,25.3,"Yes"
"6609","No",22,"Yes","No","DSL","No","Yes","No","Yes","One year",55.15,1193.05,"Yes"
"6610","No",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","Month-to-month",20.1,20.1,"Yes"
"6611","No",5,"Yes","No","Fiber optic","No","No","No","No","Month-to-month",80.1,398.55,"No"
"6612","Yes",29,"Yes","Yes","DSL","Yes","No","No","Yes","One year",69.05,1958.45,"No"
"6613","Yes",1,"Yes","No","Fiber optic","No","No","No","No","Month-to-month",69.9,69.9,"Yes"
"6614","No",3,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","Month-to-month",20.4,63.15,"No"
"6615","Yes",71,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","Two year",19.7,1301.1,"No"
"6616","No",9,"Yes","No","DSL","No","Yes","No","No","Month-to-month",50.1,484.05,"No"
"6617","No",43,"Yes","Yes","Fiber optic","No","Yes","No","No","Month-to-month",101.4,4528,"Yes"
"6618","No",48,"Yes","Yes","DSL","Yes","Yes","Yes","No","One year",83.45,3887.85,"No"
"6619","No",26,"Yes","Yes","Fiber optic","Yes","Yes","No","No","Month-to-month",86.65,2208.75,"No"
"6620","No",9,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","Month-to-month",20.15,238.15,"No"
"6621","No",1,"Yes","No","Fiber optic","No","No","No","No","Month-to-month",80.8,80.8,"Yes"
"6622","Yes",46,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","Two year",19.4,958.15,"No"
"6623","No",2,"Yes","Yes","DSL","No","No","No","No","Month-to-month",62.05,118.3,"Yes"
"6624","No",1,"Yes","Yes","Fiber optic","No","No","No","No","Month-to-month",76.45,76.45,"Yes"
"6625","Yes",64,"No","No phone service","DSL","Yes","No","Yes","Yes","Two year",60.05,3845.45,"No"
"6626","No",12,"Yes","Yes","Fiber optic","No","Yes","No","No","Month-to-month",91.3,1094.5,"Yes"
"6627","Yes",6,"Yes","No","Fiber optic","No","No","Yes","No","Month-to-month",95.75,573.75,"Yes"
"6628","Yes",59,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","One year",20.35,1267,"No"
"6629","No",7,"Yes","No","Fiber optic","No","Yes","No","No","One year",94.05,633.45,"No"
"6630","Yes",72,"Yes","Yes","DSL","Yes","Yes","Yes","No","Two year",84.1,6129.65,"No"
"6631","No",16,"Yes","No","Fiber optic","No","No","No","No","Month-to-month",78.75,1218.25,"No"
"6632","Yes",25,"Yes","Yes","DSL","No","No","Yes","No","Month-to-month",55.55,1405.3,"No"
"6633","Yes",34,"Yes","Yes","DSL","Yes","Yes","No","Yes","Month-to-month",62.65,2274.9,"Yes"
"6634","No",1,"Yes","Yes","Fiber optic","No","No","No","No","Month-to-month",74.5,74.5,"Yes"
"6635","Yes",10,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Month-to-month",102.1,1068.85,"Yes"
"6636","Yes",24,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","One year",20.1,533.9,"No"
"6637","Yes",10,"Yes","Yes","DSL","Yes","Yes","No","No","One year",70.3,676.15,"No"
"6638","Yes",69,"Yes","No","DSL","Yes","Yes","No","No","One year",53.65,3804.4,"No"
"6639","No",57,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","Two year",20.75,1118.8,"No"
"6640","Yes",50,"Yes","No","Fiber optic","No","Yes","Yes","Yes","One year",103.4,5236.4,"No"
"6641","Yes",28,"No","No phone service","DSL","Yes","No","Yes","Yes","One year",50.8,1386.8,"No"
"6642","No",16,"Yes","No","DSL","Yes","No","No","No","Month-to-month",50.15,762.25,"Yes"
"6643","No",25,"Yes","No","DSL","Yes","Yes","No","Yes","Month-to-month",79,1902,"No"
"6644","Yes",3,"Yes","No","Fiber optic","No","Yes","No","No","Month-to-month",74.6,239.05,"No"
"6645","Yes",61,"Yes","Yes","Fiber optic","No","No","No","No","One year",96.5,5673.7,"No"
"6646","No",2,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","Month-to-month",20.1,39.8,"No"
"6647","Yes",51,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","One year",19.4,997.75,"No"
"6648","Yes",71,"Yes","No","DSL","Yes","No","Yes","No","Two year",77.55,5574.35,"No"
"6649","Yes",20,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","Month-to-month",20.05,406.05,"No"
"6650","Yes",6,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","Month-to-month",19.85,138.85,"No"
"6651","No",6,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","Month-to-month",20.2,123.65,"No"
"6652","No",29,"Yes","Yes","DSL","Yes","Yes","No","Yes","Month-to-month",67.45,1801.1,"No"
"6653","No",36,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","Two year",18.55,689,"No"
"6654","No",28,"No","No phone service","DSL","No","No","Yes","No","Month-to-month",29.75,790.7,"No"
"6655","Yes",7,"Yes","Yes","Fiber optic","No","No","No","No","Month-to-month",86.5,582.5,"Yes"
"6656","No",63,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","Two year",24.2,1618.2,"No"
"6657","Yes",48,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","Two year",23.55,1173.35,"No"
"6658","Yes",49,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","One year",20.45,900.9,"No"
"6659","No",27,"Yes","Yes","Fiber optic","No","Yes","No","No","Month-to-month",81.45,2122.05,"Yes"
"6660","Yes",72,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Two year",92.3,6719.9,"No"
"6661","Yes",1,"Yes","No","Fiber optic","No","No","No","No","Month-to-month",69.15,69.15,"Yes"
"6662","Yes",72,"No","No phone service","DSL","No","Yes","No","Yes","Two year",53.65,3784,"No"
"6663","No",47,"No","No phone service","DSL","Yes","Yes","No","Yes","One year",39.65,1798.65,"No"
"6664","No",1,"Yes","No","DSL","No","No","No","No","Month-to-month",54.65,54.65,"No"
"6665","No",36,"Yes","Yes","Fiber optic","No","Yes","Yes","No","One year",104.8,3886.45,"No"
"6666","Yes",43,"No","No phone service","DSL","No","Yes","No","No","Month-to-month",29.3,1224.05,"No"
"6667","Yes",27,"Yes","Yes","DSL","No","Yes","Yes","Yes","Month-to-month",83.85,2310.2,"No"
"6668","No",9,"Yes","No","Fiber optic","No","No","No","No","Month-to-month",79.55,723.4,"Yes"
"6669","No",38,"Yes","Yes","Fiber optic","No","No","Yes","Yes","Month-to-month",103.65,3988.5,"No"
"6670","No",35,"Yes","Yes","Fiber optic","Yes","No","No","No","Month-to-month",99.05,3554.6,"No"
"6672","Yes",59,"Yes","No","Fiber optic","No","Yes","No","Yes","Two year",100.05,6034.85,"No"
"6673","No",27,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","Two year",20.35,531.6,"No"
"6674","No",2,"Yes","No","DSL","No","No","No","No","Month-to-month",43.95,85.1,"No"
"6675","No",7,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","Month-to-month",23.5,173,"No"
"6676","No",36,"Yes","Yes","DSL","No","Yes","No","Yes","One year",70.7,2511.95,"No"
"6677","Yes",41,"Yes","Yes","Fiber optic","Yes","Yes","No","No","Month-to-month",94.3,3893.6,"No"
"6678","No",13,"No","No phone service","DSL","No","Yes","No","No","Month-to-month",29.15,357.15,"No"
"6679","No",19,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","Two year",20.85,467.5,"No"
"6680","Yes",60,"No","No phone service","DSL","Yes","Yes","No","Yes","Two year",37.7,2288.7,"No"
"6681","No",48,"Yes","No","Fiber optic","No","Yes","Yes","Yes","Two year",95.5,4627.85,"Yes"
"6682","No",3,"Yes","Yes","Fiber optic","No","No","Yes","No","Month-to-month",91.05,289.1,"Yes"
"6683","Yes",69,"Yes","Yes","Fiber optic","No","Yes","No","Yes","Two year",92.45,6460.55,"No"
"6684","No",43,"No","No phone service","DSL","No","No","Yes","Yes","One year",44.15,1931.3,"No"
"6685","No",11,"No","No phone service","DSL","Yes","No","No","Yes","One year",36.05,402.6,"No"
"6686","Yes",45,"Yes","No","DSL","No","No","Yes","No","Month-to-month",50.25,2221.55,"No"
